3_min_period,centroids,count,distances_below_threshold
1735534080,"[(304.5, 229.0), (181.0, 166.5), (63.5, 165.5), (151.0, 145.0), (54.0, 190.5), (74.5, 142.0), (23.5, 229.5), (135.0, 135.0)]",8,[]
1735624260,"[(208.5, 181.0), (305.0, 226.5), (25.0, 226.5), (151.5, 145.5), (135.0, 135.0), (67.0, 158.5), (91.5, 133.5), (76.0, 138.0)]",8,[]
1735620300,"[(205.5, 183.0), (25.0, 227.0), (135.5, 135.0), (294.0, 230.0), (86.0, 164.0), (59.0, 184.0), (171.0, 156.0), (75.5, 134.5)]",8,[]
1735621020,"[(205.5, 183.0), (61.5, 173.0), (86.5, 163.5), (24.0, 227.0), (75.5, 134.5), (135.0, 135.0), (60.0, 189.0), (152.0, 144.0)]",8,[]
1735629300,"[(208.5, 181.0), (56.5, 180.0), (304.5, 227.0), (152.0, 145.0), (24.5, 226.5), (135.5, 135.5), (63.5, 161.5), (81.0, 123.0)]",8,[]
1735613460,"[(205.5, 183.0), (56.0, 176.0), (25.5, 227.0), (171.5, 155.0), (296.0, 229.0), (134.5, 137.0), (67.0, 156.0), (80.0, 134.5)]",8,[]
1735637040,"[(208.5, 181.0), (305.0, 227.0), (56.0, 181.0), (75.5, 137.0), (25.0, 226.0), (169.0, 154.0), (63.5, 162.5), (139.0, 137.5)]",8,[]
1735629840,"[(208.5, 181.5), (304.5, 227.5), (48.0, 200.5), (56.5, 180.5), (168.5, 154.0), (135.0, 134.5), (64.5, 161.0), (24.0, 224.0)]",8,[]
1735529760,"[(304.5, 228.5), (180.0, 166.5), (62.5, 164.5), (53.5, 192.5), (26.0, 229.0), (131.0, 157.0), (76.0, 134.0), (67.0, 150.5)]",8,[]
1735546320,"[(262.0, 219.0), (181.0, 166.0), (150.5, 145.0), (63.0, 166.5), (38.0, 208.0), (82.5, 120.0), (134.0, 134.5), (77.5, 133.0)]",8,[]
1735545960,"[(262.5, 219.0), (181.0, 166.5), (93.0, 174.5), (39.5, 211.5), (152.0, 145.5), (67.0, 151.0), (116.5, 126.5), (134.5, 134.0)]",8,[]
1735636500,"[(182.5, 166.5), (304.5, 227.0), (63.0, 165.0), (25.0, 225.5), (76.5, 138.5), (152.0, 145.0), (135.5, 136.0), (47.5, 202.0)]",8,[]
1735545060,"[(262.5, 219.5), (181.5, 166.5), (150.5, 145.0), (62.0, 167.0), (37.0, 210.5), (134.0, 134.5), (73.0, 142.5), (82.5, 119.5)]",8,[]
1735544700,"[(262.5, 219.5), (181.0, 166.5), (63.0, 166.0), (37.5, 211.0), (151.0, 145.0), (134.0, 135.5), (82.5, 120.0), (116.0, 126.5)]",8,[]
1735543980,"[(263.0, 219.0), (182.5, 166.5), (151.0, 144.5), (61.5, 168.5), (38.5, 212.5), (83.0, 120.0), (74.0, 145.0), (135.0, 135.0)]",8,[]
1735589520,"[(121.0, 216.5), (262.5, 218.5), (209.0, 183.5), (65.0, 167.5), (97.5, 166.0), (110.0, 141.5), (128.0, 142.0), (169.5, 157.0)]",8,[]
1735635420,"[(182.5, 166.0), (57.5, 178.0), (239.5, 212.5), (124.0, 140.0), (76.5, 138.0), (151.5, 144.5), (24.5, 227.0), (81.0, 123.0)]",8,[]
1735633800,"[(182.5, 166.5), (304.5, 227.0), (56.0, 180.0), (47.5, 203.5), (152.5, 145.0), (63.5, 162.0), (135.0, 134.5), (75.0, 138.5)]",8,[]
1735531380,"[(244.0, 207.0), (181.0, 166.0), (27.5, 229.0), (53.0, 187.5), (63.5, 165.5), (76.5, 132.0), (92.5, 154.0), (145.0, 141.5)]",8,[]
1735603740,"[(205.5, 183.5), (93.5, 165.5), (303.5, 225.0), (55.5, 176.0), (26.5, 227.0), (136.5, 138.0), (156.5, 143.5), (91.0, 146.5)]",8,[]
1735632720,"[(182.0, 166.0), (239.0, 212.0), (25.5, 227.0), (56.0, 180.5), (76.5, 138.0), (135.5, 135.0), (152.0, 144.5), (64.0, 162.0)]",8,[]
1735632000,"[(208.5, 182.0), (304.0, 226.5), (57.0, 181.0), (63.5, 162.0), (137.0, 136.0), (169.0, 153.5), (24.5, 226.5), (90.0, 138.0)]",8,[]
1735608600,"[(205.5, 183.5), (94.5, 178.0), (25.5, 227.0), (55.5, 176.5), (295.0, 227.5), (109.5, 133.0), (125.5, 142.5), (84.5, 124.5)]",8,[]
1735609140,"[(205.5, 183.0), (295.0, 227.5), (64.5, 167.0), (155.5, 144.0), (25.0, 227.0), (76.5, 135.5), (75.0, 124.0), (129.5, 132.0)]",8,[]
1735538400,"[(214.5, 188.5), (181.5, 166.5), (63.5, 166.0), (127.0, 146.0), (52.5, 192.0), (25.0, 229.0), (150.5, 145.0), (121.0, 126.0)]",8,[]
1735611660,"[(205.5, 183.0), (56.0, 175.0), (295.0, 228.5), (168.5, 154.5), (27.5, 226.5), (137.5, 136.5), (76.0, 135.0), (71.5, 149.0)]",8,[]
1735613280,"[(123.0, 218.0), (205.5, 183.5), (55.5, 175.5), (24.5, 227.0), (295.5, 229.5), (171.0, 154.5), (135.0, 136.0), (75.5, 133.5)]",8,[]
1735532100,"[(304.5, 229.0), (181.0, 166.5), (150.5, 145.0), (93.0, 155.5), (63.5, 166.0), (25.0, 229.5), (55.0, 192.0), (77.0, 133.0)]",8,[]
1735532280,"[(304.5, 229.0), (64.0, 165.5), (181.0, 166.5), (151.0, 145.0), (53.5, 191.0), (25.0, 229.5), (135.5, 135.5), (68.0, 148.5)]",8,[]
1735578900,"[(48.0, 202.0), (212.5, 188.0), (182.0, 167.0), (76.0, 138.5), (97.5, 128.0), (133.0, 133.0), (158.5, 150.0), (83.0, 117.0)]",8,[]
1735645860,"[(208.5, 181.0), (304.0, 227.0), (62.0, 166.5), (79.0, 141.0), (44.5, 208.5), (169.0, 155.5), (123.0, 137.0), (138.5, 138.5)]",8,[]
1735533360,"[(304.0, 229.0), (62.5, 166.0), (181.5, 166.5), (150.5, 145.0), (52.5, 192.0), (25.5, 229.0), (72.0, 141.5), (135.0, 135.5)]",8,[]
1735576200,"[(213.5, 189.0), (55.5, 213.0), (166.5, 156.5), (62.0, 170.0), (123.5, 215.0), (74.5, 139.0), (89.5, 114.0), (135.0, 135.0)]",8,[]
1735660620,"[(244.5, 209.0), (76.0, 138.0), (149.0, 141.0), (98.0, 129.0), (64.0, 159.5), (81.5, 124.5), (117.0, 121.5), (174.5, 159.5)]",8,[]
1735660800,"[(245.0, 209.0), (64.5, 162.5), (55.0, 187.5), (148.5, 141.0), (76.0, 138.5), (81.5, 122.5), (116.5, 120.5), (174.5, 160.0)]",8,[]
1735660980,"[(244.5, 209.0), (39.5, 212.0), (64.5, 162.5), (148.5, 141.0), (76.5, 137.5), (82.5, 120.5), (116.5, 121.0), (174.5, 161.0)]",8,[]
1735516980,"[(88.0, 178.5), (206.0, 183.5), (88.0, 215.5), (26.0, 229.5), (303.5, 228.0), (66.5, 155.5), (158.0, 153.5), (53.0, 182.5)]",8,[]
1735517160,"[(167.5, 200.5), (87.5, 181.5), (181.0, 166.5), (219.0, 229.5), (39.0, 215.0), (304.5, 229.0), (129.0, 161.5), (52.0, 182.0)]",8,[]
1735564140,"[(214.0, 188.5), (54.0, 191.0), (150.5, 145.5), (175.0, 159.5), (75.0, 138.5), (83.5, 117.5), (132.5, 130.5), (64.0, 155.0)]",8,[]
1735563960,"[(263.0, 213.5), (54.0, 191.0), (150.5, 145.5), (80.0, 141.5), (109.0, 144.5), (172.0, 157.5), (132.5, 129.0), (199.5, 175.5)]",8,[]
1735681140,"[(236.0, 201.0), (121.5, 187.0), (26.5, 227.0), (183.0, 168.5), (105.5, 141.0), (66.0, 158.0), (53.5, 186.0), (150.0, 141.0)]",8,[]
1735661520,"[(244.5, 209.5), (64.0, 162.5), (148.5, 141.0), (56.5, 186.5), (76.5, 137.0), (117.0, 121.0), (94.0, 119.5), (82.0, 120.0)]",8,[]
1735556940,"[(262.5, 219.0), (179.5, 166.5), (53.5, 191.5), (64.0, 164.5), (121.0, 126.5), (145.5, 143.5), (26.0, 229.5), (90.5, 120.5)]",8,[]
1735680600,"[(235.5, 201.5), (27.0, 227.0), (182.5, 169.0), (97.0, 168.5), (54.0, 185.0), (65.0, 157.5), (150.5, 141.5), (98.0, 149.5)]",8,[]
1735518060,"[(181.0, 166.0), (56.5, 176.0), (246.5, 207.0), (72.0, 141.5), (36.0, 218.0), (139.5, 138.5), (102.5, 120.5), (89.0, 114.5)]",8,[]
1735662600,"[(244.5, 210.0), (26.5, 226.5), (65.0, 161.5), (156.0, 148.5), (58.5, 186.0), (84.5, 128.0), (113.5, 132.5), (174.5, 160.5)]",8,[]
1735567920,"[(263.5, 213.5), (62.0, 170.5), (100.0, 160.5), (169.0, 156.5), (73.0, 139.0), (134.5, 131.0), (82.5, 120.0), (147.5, 146.0)]",8,[]
1735558200,"[(262.0, 219.0), (180.5, 166.5), (145.0, 142.5), (52.0, 191.0), (25.5, 229.0), (64.5, 164.5), (91.0, 120.5), (74.0, 140.5)]",8,[]
1735573680,"[(101.5, 224.5), (213.5, 189.0), (166.0, 156.5), (62.5, 165.5), (73.5, 140.5), (82.5, 123.0), (114.5, 131.5), (132.0, 129.0)]",8,[]
1735662960,"[(245.0, 209.5), (54.5, 186.5), (26.5, 227.0), (169.0, 157.5), (65.0, 161.5), (94.0, 124.5), (111.5, 118.0), (82.0, 120.5)]",8,[]
1735663140,"[(244.5, 210.0), (26.5, 227.0), (59.0, 172.5), (147.5, 141.0), (96.0, 133.0), (170.0, 157.0), (93.0, 118.0), (70.0, 151.5)]",8,[]
1735562340,"[(262.5, 219.0), (62.5, 164.5), (181.5, 166.5), (36.0, 215.5), (150.0, 145.0), (77.5, 137.0), (102.0, 157.0), (119.0, 126.0)]",8,[]
1735569360,"[(263.5, 213.5), (98.0, 137.5), (172.5, 157.5), (28.0, 233.0), (62.5, 165.5), (73.0, 139.5), (151.0, 146.0), (194.0, 174.5)]",8,[]
1735561800,"[(262.5, 219.0), (181.5, 166.5), (38.0, 215.5), (64.0, 157.0), (128.5, 140.0), (150.5, 145.5), (77.5, 136.5), (90.5, 124.0)]",8,[]
1735519140,"[(180.0, 166.5), (170.5, 217.5), (138.5, 174.0), (60.5, 174.0), (38.5, 214.0), (304.0, 229.5), (78.0, 134.5), (132.5, 153.0)]",8,[]
1735678620,"[(236.0, 201.5), (98.0, 182.5), (39.0, 212.0), (182.5, 169.0), (71.0, 171.5), (75.0, 140.5), (150.0, 141.0), (118.5, 133.0)]",8,[]
1735519500,"[(181.0, 166.5), (245.5, 208.0), (59.0, 175.5), (129.0, 144.0), (24.0, 229.5), (112.0, 132.0), (98.5, 120.5), (67.0, 151.0)]",8,[]
1735570620,"[(214.0, 188.0), (106.0, 157.0), (65.5, 187.5), (170.0, 156.5), (192.5, 230.5), (61.5, 164.0), (75.0, 137.5), (132.0, 130.0)]",8,[]
1735520040,"[(181.5, 166.5), (304.0, 229.0), (58.0, 173.5), (22.5, 228.5), (131.5, 147.0), (152.5, 145.5), (76.0, 133.0), (137.5, 134.5)]",8,[]
1735570980,"[(214.0, 188.5), (64.5, 157.0), (166.5, 155.5), (132.0, 130.5), (75.0, 138.0), (92.5, 129.5), (82.0, 121.0), (148.5, 146.5)]",8,[]
1735560540,"[(262.0, 219.0), (66.0, 157.0), (181.0, 166.5), (52.0, 192.5), (151.0, 145.5), (75.5, 138.0), (26.5, 229.0), (120.5, 126.0)]",8,[]
1735519860,"[(168.0, 200.5), (135.5, 154.0), (195.0, 231.0), (59.5, 174.5), (304.0, 228.0), (181.0, 166.5), (26.0, 229.0), (94.0, 125.5)]",8,[]
1735564500,"[(213.5, 188.0), (54.0, 190.5), (170.5, 157.5), (144.5, 139.5), (64.5, 155.0), (73.5, 139.0), (143.0, 126.5), (128.5, 125.5)]",8,[]
1735563600,"[(50.0, 192.0), (150.5, 145.5), (212.5, 186.5), (117.0, 139.0), (76.5, 137.5), (64.5, 155.0), (102.0, 156.5), (83.0, 117.5)]",8,[]
1735577100,"[(214.0, 188.5), (48.0, 202.0), (119.0, 136.5), (166.0, 155.0), (86.5, 137.0), (142.0, 142.0), (63.5, 156.0), (89.0, 113.5)]",8,[]
1735555680,"[(262.0, 219.0), (181.0, 166.5), (150.5, 145.0), (53.5, 191.0), (119.0, 126.0), (134.5, 134.5), (26.5, 229.0), (73.5, 141.0)]",8,[]
1735658460,"[(149.0, 141.0), (74.0, 139.5), (197.0, 179.5), (53.5, 184.0), (103.0, 127.5), (82.0, 122.5), (68.5, 155.5), (116.5, 120.5)]",8,[]
1735658820,"[(90.0, 167.5), (148.5, 141.0), (97.5, 137.5), (206.5, 182.5), (73.5, 138.5), (115.5, 120.5), (81.5, 122.5), (122.0, 128.5)]",8,[]
1735577640,"[(48.0, 202.0), (213.0, 188.0), (182.5, 167.0), (112.5, 133.5), (151.0, 146.0), (90.0, 131.0), (64.5, 155.0), (135.0, 134.5)]",8,[]
1735521120,"[(86.5, 204.0), (207.5, 180.5), (26.5, 228.5), (304.0, 227.0), (166.0, 198.5), (52.5, 182.0), (62.0, 161.5), (141.0, 174.5)]",8,[]
1735576560,"[(213.5, 188.5), (166.0, 156.0), (122.5, 137.5), (62.0, 171.0), (95.0, 123.0), (74.5, 139.0), (123.5, 235.0), (28.0, 228.0)]",8,[]
1735659360,"[(244.5, 209.5), (149.5, 141.0), (55.5, 186.0), (79.0, 142.5), (63.0, 159.0), (82.0, 122.5), (95.0, 118.5), (113.5, 127.0)]",8,[]
1735659000,"[(130.5, 214.5), (207.5, 183.0), (149.0, 141.0), (115.5, 120.5), (57.0, 183.5), (74.0, 140.5), (81.5, 122.5), (69.0, 158.5)]",8,[]
1735516620,"[(157.5, 219.5), (83.5, 211.5), (181.0, 166.0), (304.5, 227.5), (28.5, 229.0), (150.5, 156.5), (63.5, 157.5), (209.0, 185.0)]",8,[]
1735578000,"[(48.0, 201.5), (213.5, 188.5), (165.5, 156.5), (64.0, 155.5), (134.0, 133.0), (84.0, 117.0), (186.5, 166.5), (97.0, 115.5)]",8,[]
1735466220,"[(207.5, 182.0), (263.0, 218.5), (61.5, 168.0), (27.5, 224.0), (154.5, 148.5), (120.5, 126.5), (75.5, 138.0)]",7,[]
1735564860,"[(213.0, 188.0), (145.5, 141.5), (113.0, 133.5), (74.5, 137.5), (171.0, 157.5), (133.0, 131.0), (84.0, 118.0)]",7,[]
1735569720,"[(263.5, 213.5), (170.0, 157.0), (64.0, 155.5), (61.5, 187.0), (132.5, 131.0), (25.0, 233.0), (75.0, 138.0)]",7,[]
1735466580,"[(263.5, 218.5), (208.5, 182.0), (27.0, 224.5), (62.0, 168.0), (153.0, 147.5), (122.0, 126.5), (74.5, 138.0)]",7,[]
1735457580,"[(207.5, 182.5), (60.5, 168.0), (263.0, 218.5), (120.5, 126.5), (152.5, 149.5), (138.0, 136.5), (76.5, 138.0)]",7,[]
1735466760,"[(208.0, 181.5), (27.0, 224.5), (263.5, 218.5), (62.0, 169.0), (153.0, 147.5), (121.0, 126.5), (93.5, 132.5)]",7,[]
1735458120,"[(264.0, 218.0), (208.0, 182.0), (60.5, 168.5), (76.0, 137.5), (166.0, 153.0), (138.0, 137.0), (121.0, 126.5)]",7,[]
1735457400,"[(208.5, 182.5), (263.5, 218.5), (60.5, 168.5), (165.0, 153.0), (75.5, 137.5), (121.0, 126.0), (145.5, 141.5)]",7,[]
1735568640,"[(213.5, 188.5), (27.0, 233.0), (169.0, 157.0), (74.0, 138.5), (113.0, 135.5), (62.0, 170.5), (82.5, 120.5)]",7,[]
1735828020,"[(213.5, 186.0), (47.5, 204.5), (67.5, 156.5), (146.5, 152.5), (83.5, 118.0), (77.5, 134.5), (119.0, 122.0)]",7,[]
1735457040,"[(207.5, 182.5), (263.0, 218.0), (61.0, 168.0), (152.5, 149.0), (120.5, 126.5), (75.5, 138.0), (173.0, 156.5)]",7,[]
1735566300,"[(119.0, 212.0), (263.5, 213.5), (100.5, 160.0), (170.0, 157.5), (51.0, 214.0), (74.5, 138.0), (132.0, 131.0)]",7,[]
1735467300,"[(208.0, 182.0), (27.0, 224.5), (264.5, 219.0), (61.5, 169.0), (145.0, 142.0), (76.0, 137.5), (167.5, 155.0)]",7,[]
1735456500,"[(208.0, 182.0), (263.5, 219.0), (61.0, 168.5), (76.5, 138.5), (165.5, 153.5), (121.0, 126.5), (147.5, 140.5)]",7,[]
1735570440,"[(213.5, 188.5), (165.5, 155.5), (141.0, 139.0), (95.5, 125.5), (64.0, 156.0), (66.0, 186.0), (73.5, 139.5)]",7,[]
1735562520,"[(262.0, 218.5), (181.5, 166.0), (62.5, 165.5), (150.5, 145.0), (30.5, 225.0), (119.0, 126.5), (101.5, 156.5)]",7,[]
1735455960,"[(208.0, 182.5), (263.5, 219.0), (61.5, 168.0), (75.5, 138.0), (164.5, 153.5), (54.0, 198.5), (148.0, 140.0)]",7,[]
1735467480,"[(207.5, 182.0), (264.0, 219.0), (28.0, 225.0), (61.0, 168.5), (152.5, 147.0), (75.5, 138.0), (120.0, 126.0)]",7,[]
1735565760,"[(120.5, 212.0), (213.5, 189.0), (166.5, 156.0), (146.0, 141.5), (74.0, 138.5), (93.5, 124.0), (84.5, 118.0)]",7,[]
1735792200,"[(209.0, 182.0), (291.0, 222.5), (38.0, 221.0), (62.0, 166.0), (139.5, 138.0), (159.5, 148.5), (72.0, 141.0)]",7,[]
1735565040,"[(263.5, 213.5), (107.0, 163.5), (137.5, 224.0), (145.0, 140.0), (170.5, 157.0), (74.0, 137.5), (89.0, 130.0)]",7,[]
1735455060,"[(207.5, 181.5), (264.0, 219.0), (61.0, 168.0), (76.0, 137.0), (165.0, 152.5), (137.5, 137.0), (119.0, 126.0)]",7,[]
1735516260,"[(88.0, 211.0), (245.5, 207.0), (181.5, 166.5), (148.0, 159.0), (25.5, 229.0), (59.0, 173.0), (118.5, 149.5)]",7,[]
1735468920,"[(208.0, 181.5), (263.0, 218.5), (26.5, 224.5), (61.5, 168.5), (153.0, 148.0), (76.0, 137.5), (120.0, 126.5)]",7,[]
1735454880,"[(208.0, 182.5), (264.0, 219.0), (60.5, 168.5), (165.5, 153.5), (75.5, 137.0), (140.5, 137.5), (121.5, 126.0)]",7,[]
1735418340,"[(263.5, 218.0), (183.0, 165.5), (31.0, 232.5), (65.5, 155.0), (152.0, 146.5), (131.0, 130.5), (74.0, 136.5)]",7,[]
1735619760,"[(205.5, 183.0), (294.0, 230.5), (171.0, 156.5), (135.0, 135.0), (90.0, 145.5), (39.0, 215.0), (69.5, 160.5)]",7,[]
1735466040,"[(207.5, 182.0), (264.5, 218.5), (26.0, 224.5), (61.0, 168.5), (154.5, 148.0), (119.5, 126.5), (72.5, 147.0)]",7,[]
1735616880,"[(205.5, 183.0), (55.5, 175.0), (25.0, 227.0), (90.0, 146.5), (294.5, 231.0), (143.0, 137.5), (77.0, 134.5)]",7,[]
1735464420,"[(208.0, 182.5), (264.0, 219.0), (28.0, 224.5), (61.5, 168.5), (76.5, 138.0), (120.5, 127.0), (168.0, 155.0)]",7,[]
1735618500,"[(205.5, 183.5), (63.5, 168.5), (168.5, 155.0), (25.5, 227.5), (293.5, 230.5), (139.0, 137.5), (76.5, 137.5)]",7,[]
1735534260,"[(304.5, 229.0), (180.0, 166.5), (211.0, 186.0), (64.0, 166.5), (25.5, 229.0), (151.0, 145.0), (77.0, 132.0)]",7,[]
1735868700,"[(275.0, 222.5), (181.0, 166.5), (152.5, 145.5), (69.5, 174.5), (78.5, 136.0), (138.0, 136.5), (113.0, 132.0)]",7,[]
1735619400,"[(205.5, 183.5), (59.0, 180.0), (137.5, 137.5), (294.5, 230.0), (171.5, 157.0), (35.0, 227.5), (76.5, 135.0)]",7,[]
1735566660,"[(53.5, 187.5), (214.5, 188.0), (115.5, 226.5), (170.0, 157.5), (132.0, 131.0), (74.0, 138.5), (64.5, 155.5)]",7,[]
1735463700,"[(264.5, 218.5), (208.5, 181.5), (27.0, 224.5), (61.5, 168.0), (74.0, 147.5), (168.0, 154.0), (145.0, 140.5)]",7,[]
1735465140,"[(207.5, 182.0), (264.0, 219.0), (61.5, 168.5), (27.0, 224.5), (154.0, 148.0), (121.5, 126.5), (75.5, 138.0)]",7,[]
1735567020,"[(214.0, 188.5), (100.0, 160.5), (170.0, 157.0), (62.0, 170.5), (132.5, 130.5), (73.5, 137.5), (117.0, 136.5)]",7,[]
1735619580,"[(205.5, 182.5), (152.0, 144.5), (275.5, 230.5), (62.5, 163.5), (77.0, 138.0), (67.0, 153.0), (23.5, 227.0)]",7,[]
1735617600,"[(205.5, 183.0), (162.5, 173.0), (89.5, 151.5), (56.0, 176.0), (294.0, 230.5), (25.0, 227.0), (137.0, 137.5)]",7,[]
1735543080,"[(262.5, 219.5), (181.0, 166.5), (62.5, 167.0), (151.5, 145.5), (38.5, 209.5), (134.0, 134.5), (78.0, 140.5)]",7,[]
1735736400,"[(236.0, 201.0), (59.5, 169.5), (181.5, 167.5), (146.5, 143.0), (133.0, 131.5), (115.0, 119.5), (76.0, 141.5)]",7,[]
1735615980,"[(205.5, 183.0), (65.0, 167.0), (171.0, 156.0), (25.0, 224.0), (136.5, 137.5), (76.0, 138.0), (293.5, 231.0)]",7,[]
1735563240,"[(49.5, 192.5), (182.0, 166.5), (150.5, 145.5), (64.5, 155.5), (75.0, 137.5), (131.5, 130.0), (83.5, 117.5)]",7,[]
1735460820,"[(208.5, 182.0), (263.5, 218.5), (61.0, 168.5), (165.5, 154.0), (75.0, 138.5), (146.0, 141.0), (121.0, 126.0)]",7,[]
1735465320,"[(207.5, 182.0), (264.0, 218.5), (60.5, 169.0), (27.0, 224.5), (154.0, 147.0), (120.5, 126.5), (76.0, 138.0)]",7,[]
1735460640,"[(207.5, 182.0), (109.0, 201.5), (263.5, 218.5), (61.0, 168.5), (165.5, 153.5), (75.0, 138.0), (120.5, 126.5)]",7,[]
1735415460,"[(148.5, 225.0), (263.5, 219.0), (183.5, 167.0), (30.0, 232.5), (120.0, 126.5), (156.5, 146.5), (65.0, 154.5)]",7,[]
1735615260,"[(205.5, 182.5), (25.0, 227.0), (55.5, 175.0), (295.0, 230.0), (167.5, 153.5), (138.0, 137.0), (99.5, 133.0)]",7,[]
1735614720,"[(205.5, 183.0), (56.0, 175.0), (295.0, 229.0), (119.5, 146.0), (167.5, 155.0), (137.0, 136.0), (51.5, 225.5)]",7,[]
1735459560,"[(264.5, 219.0), (207.5, 182.0), (61.0, 168.5), (76.5, 137.0), (165.5, 153.5), (120.5, 126.5), (138.0, 137.0)]",7,[]
1735614540,"[(205.5, 183.0), (93.5, 175.0), (31.0, 227.0), (65.0, 167.0), (277.5, 231.0), (137.5, 137.0), (168.5, 154.0)]",7,[]
1735465680,"[(107.5, 176.5), (207.5, 181.5), (264.5, 218.5), (42.5, 214.0), (61.0, 168.5), (155.0, 147.5), (120.0, 126.5)]",7,[]
1735459200,"[(264.0, 219.0), (207.5, 182.0), (61.0, 168.5), (165.0, 153.5), (76.0, 137.5), (120.0, 126.5), (138.0, 138.0)]",7,[]
1735614360,"[(205.5, 183.0), (25.5, 227.0), (56.0, 176.0), (295.0, 229.5), (171.0, 155.0), (136.5, 137.5), (77.0, 135.0)]",7,[]
1735534440,"[(211.0, 186.0), (304.5, 229.0), (63.5, 165.5), (151.5, 145.5), (72.0, 143.5), (22.5, 229.5), (53.0, 189.0)]",7,[]
1735563420,"[(214.0, 189.0), (49.5, 192.5), (180.0, 166.5), (151.0, 145.5), (65.0, 156.0), (132.0, 130.0), (83.0, 117.5)]",7,[]
1735454700,"[(207.5, 182.5), (263.5, 219.0), (61.5, 168.5), (165.0, 153.5), (148.0, 140.0), (75.0, 138.0), (121.5, 126.5)]",7,[]
1735578540,"[(127.0, 215.0), (48.0, 202.0), (212.5, 188.5), (166.0, 156.5), (73.5, 139.5), (63.5, 156.5), (133.5, 133.5)]",7,[]
1735453980,"[(207.5, 182.5), (264.0, 219.5), (42.5, 223.5), (61.0, 168.0), (165.0, 152.5), (121.5, 126.0), (75.5, 137.5)]",7,[]
1735622100,"[(154.0, 166.5), (247.5, 212.0), (64.0, 165.0), (104.0, 128.0), (136.5, 136.5), (24.5, 227.0), (79.0, 134.5)]",7,[]
1735423740,"[(264.0, 219.0), (36.5, 219.0), (69.5, 154.5), (54.5, 180.5), (216.0, 186.0), (146.0, 142.5), (165.0, 154.5)]",7,[]
1735438320,"[(264.5, 219.5), (106.5, 188.5), (40.0, 219.0), (59.5, 181.5), (182.5, 165.5), (91.0, 143.0), (70.0, 154.5)]",7,[]
1735583400,"[(262.5, 217.0), (120.0, 151.0), (55.0, 177.5), (209.0, 183.5), (43.5, 215.0), (70.0, 153.5), (155.5, 146.5)]",7,[]
1735767000,"[(45.0, 209.0), (232.0, 202.5), (120.5, 139.0), (182.0, 168.0), (60.0, 170.0), (153.0, 147.0), (75.0, 142.0)]",7,[]
1735767540,"[(232.0, 203.0), (45.0, 208.5), (134.0, 157.5), (60.5, 169.0), (182.5, 167.0), (120.0, 142.5), (73.5, 143.0)]",7,[]
1735556040,"[(262.5, 219.0), (181.0, 166.5), (67.5, 154.5), (145.0, 143.5), (53.0, 191.5), (121.5, 126.5), (27.0, 229.0)]",7,[]
1735556400,"[(262.0, 219.0), (180.5, 166.5), (61.0, 166.5), (116.5, 133.5), (145.0, 142.5), (26.0, 229.0), (73.5, 141.5)]",7,[]
1735768440,"[(231.5, 202.0), (44.5, 209.5), (124.5, 144.0), (153.0, 148.0), (60.5, 169.5), (187.0, 168.5), (92.5, 128.0)]",7,[]
1735585200,"[(115.0, 209.0), (208.5, 182.0), (27.5, 234.5), (75.0, 139.0), (213.0, 227.5), (167.0, 155.5), (63.5, 161.0)]",7,[]
1735768620,"[(231.5, 202.0), (110.5, 171.5), (45.0, 210.5), (153.0, 146.5), (60.5, 168.5), (182.5, 167.5), (139.0, 136.5)]",7,[]
1735768800,"[(231.5, 202.0), (45.5, 209.0), (164.0, 153.5), (60.0, 169.0), (146.0, 143.0), (186.5, 167.5), (131.5, 133.0)]",7,[]
1735583940,"[(262.5, 217.5), (210.0, 184.0), (42.5, 220.0), (112.0, 133.0), (56.0, 178.0), (155.5, 148.5), (134.5, 134.5)]",7,[]
1735440480,"[(263.5, 219.0), (92.5, 156.0), (60.5, 189.5), (32.0, 232.5), (117.0, 144.0), (161.5, 168.0), (138.0, 137.5)]",7,[]
1735440840,"[(265.5, 219.5), (139.0, 165.0), (184.0, 165.5), (54.0, 189.5), (33.5, 233.5), (146.0, 141.5), (2.5, 159.5)]",7,[]
1735556760,"[(261.5, 219.0), (180.5, 166.5), (144.5, 142.5), (63.0, 164.5), (38.5, 209.5), (121.0, 126.5), (53.5, 183.0)]",7,[]
1735584840,"[(208.5, 183.5), (55.0, 177.0), (262.5, 218.5), (45.5, 215.5), (74.5, 141.0), (115.0, 135.5), (135.5, 133.5)]",7,[]
1735766640,"[(232.0, 203.5), (45.0, 209.0), (59.5, 169.5), (165.0, 154.5), (142.0, 137.5), (73.0, 142.0), (119.5, 124.5)]",7,[]
1735757640,"[(232.5, 202.5), (44.0, 207.5), (59.5, 169.0), (165.0, 154.0), (141.5, 137.5), (74.0, 142.0), (119.0, 124.0)]",7,[]
1735436520,"[(182.5, 223.0), (264.0, 218.5), (186.0, 166.0), (45.5, 193.0), (33.0, 233.0), (80.0, 125.0), (139.0, 137.5)]",7,[]
1735765740,"[(232.0, 203.0), (45.0, 209.0), (90.0, 152.0), (60.0, 169.5), (166.5, 155.0), (97.0, 127.0), (74.0, 142.5)]",7,[]
1735426080,"[(182.0, 166.0), (311.5, 233.0), (62.5, 171.5), (32.5, 233.0), (215.5, 188.5), (153.0, 147.0), (137.0, 137.5)]",7,[]
